a_id,a_id,a_name,a_country,a_city,a_prov,a_web
13846,18988,jambi university,indonesia,jambi,jambi,http://www.unja.ac.id
13847,18989,janabadra university,indonesia,yogyakarta,di yogyakarta,http://www.janabadra.ac.id
13848,18990,jayabaya university,indonesia,jakarta timur,dki jakarta,http://www.jayabaya.ac.id
13849,18991,jember university,indonesia,jember,jawa timur,http://www.unej.ac.id
13850,18992,jenderal achmad yani university,indonesia,cimahi,jawa barat,http://www.unjani.ac.id/
13851,18993,general soedirman university,indonesia,purwokerto,jawa tengah,http://www.unsoed.ac.id
13853,18995,kediri university,indonesia,kediri,jawa timur,http://www.unik-kediri.ac.id
13856,18998,kapuas university sintang,indonesia,sintang,kalimantan barat,http://www.unka.ac.id/
13859,19001,kartini university,indonesia,surabaya,jawa timur,
13861,19003,de la salle catholic university,indonesia,manado,sulawesi utara,http://www.unikadelasalle.ac.id
13862,19004,atma jaya catholic university indonesia,indonesia,jakarta,dki jakarta,http://www.atmajaya.ac.id
13863,19005,parahyangan catholic university,indonesia,bandung,jawa barat,http://www.unpar.ac.id
13864,19006,saint thomas catholic university,indonesia,medan,sumatera utara,http://www.ust.ac.id
13865,19007,soegijapranata catholic university,indonesia,semarang,central java,http://www.unika.ac.id
13869,19011,widya mandira catholic university kupang,indonesia,kupang,nusa tenggara timur,http://www.unwira.ac.id
13872,19014,khairun university,indonesia,ternate,maluku utara,http://www.unkhair.ac.id/
13874,19016,indonesian computer university,indonesia,bandung,jawa barat,http://www.unikom.ac.id
13877,19019,cipta wacana christian university,indonesia,malang,jawa timur,
13878,19020,duta wacana christian university,indonesia,yogyakarta,yogyakarta,http://www.ukdw.ac.id/
13879,19021,immanuel christian university,indonesia,yogyakarta,di yogyakarta,http://www.ukrim.ac.id
13880,19022,christian university indonesia,indonesia,jakarta timur,dki jakarta,http://www.uki.ac.id
13881,19023,indonesian christian maluku university,indonesia,ambon,,http://www.ukim.ac.id/
13882,19024,paul christian university indonesia,indonesia,makassar,sulawesi selatan,http://ukipaulus.ac.id/
13887,19029,christian university palangka raya,indonesia,palangka raya,kalimantan tengah,Http://unkrip.blogspot.com
13889,19031,petra christian university,indonesia,surabaya,jawa timur,http://www.petra.ac.id
13890,19032,satya wacana christian university,indonesia,salatiga,jawa tengah,http://www.uksw.edu
13891,19033,christian university surakarta,indonesia,surakarta,jawa tengah,http://www.uks.ac.id
13892,19034,christian university tentena,indonesia,tentena,sulawesi tengah,
13893,19035,kuningan university,indonesia,kuningan,jawa barat,http://www.uniku.ac.id
13894,19036,kutai kartanegara university,indonesia,tenggarong,kalimantan timur,http://www.unikarta.ac.id
13895,19037,lakidende university unahaa,indonesia,unahaa,sulawesi tenggara,
13898,19040,lancang kuning university,indonesia,pekanbaru,riau,http://www.unilak.ac.id
13901,19043,ma chung university,indonesia,malang,jawa timur,http://www.machung.ac.id
13903,19045,madura university,indonesia,pamekasan,jawa timur,http://unira.ac.id/
13904,19046,mahaputra muhammad yamin university,indonesia,kodya solok,sumatera barat,http://www.ummy.ac.id/
13905,19047,mahasaraswati denpasar university,indonesia,denpasar,bali,http://unmas.ac.id
13907,19049,mahendradatta university,indonesia,denpasar,bali,http://universitasmahendradatta.com/
13909,19051,malahayati university,indonesia,bandar lampung,lampung,http://www.malahayati.ac.id/
13910,19052,malikussaleh university,indonesia,lhokseumawe,aceh,http://www.unimal.ac.id
13913,19055,mathla'ul anwar university,indonesia,pandeglang,banten,http://www.unmabanten.ac.id
13916,19058,megou pak tulang bawang university,indonesia,menggala,lampung,http://megowpakuniversity.ac.id/
13917,19059,mercatorum university,italy,roma,,http://www.unimercatorum.it
13921,19063,merdeka university malang,indonesia,malang,jawa timur,http://www.unmer.ac.id
13922,19064,merdeka university pasuruan,indonesia,pasuruan,jawa timur,http://unmerpasuruan.ac.id/
13923,19065,merdeka university ponorogo,indonesia,ponorogo,,
13924,19066,free university surabaya,indonesia,surabaya,jawa timur,http://www.unmersurabaya.ac.id/
13925,19067,methodist university indonesia,indonesia,medan,sumatera utara,http://www.umi-mdn.ac.id/
13926,19068,moch sroedji university,indonesia,jember,east java,http://ums-jember.ac.id/
13927,19069,mpu tantular university,indonesia,jakarta timur,dki jakarta,http://www.mputantular.ac.id
13928,19070,muara bungo university,indonesia,muara bungo,jambi,http://universitasmuarabungo.ac.id/
13929,19071,muhammadiyah university aceh,indonesia,banda aceh,aceh darussalam,http://unmuha.ac.id/
13930,19072,muhammadiyah university bengkulu,indonesia,bengkulu,bengkulu,http://www.umb.ac.id
13931,19073,muhammadiyah buton university,indonesia,bau bau,sulawesi tenggara,
13932,19074,muhammadiyah university cirebon,indonesia,cirebon,jawa barat,http://www.umc.ac.id/
13933,19075,muhammadiyah university gorontalo,indonesia,gorontalo,gorontalo,http://umgo.ac.id/
13935,19077,muhammadiyah university jakarta,indonesia,jakarta selatan,dki jakarta,http://www.umj.ac.id
13936,19078,muhammadiyah university jember,indonesia,jember,jawa timur,http://www.unmuhjember.ac.id/
13940,19082,muhammadiyah university luwuk banggai,indonesia,luwuk,sulawesi tengah,http://www.unismuhluwuk.ac.id/
13941,19083,muhammadiyah university magelang,indonesia,magelang,jawa tengah,http://www.ummgl.ac.id/
13943,19085,muhammadiyah university malang,indonesia,malang,jawa timur,http://www.umm.ac.id
13945,19087,muhammadiyah university mataram,indonesia,mataram,nusa tenggara barat,http://ummat.ac.id/
13946,19088,muhammadiyah university metro,indonesia,metro,lampung,http://www.ummetro.ac.id
13947,19089,muhammadiyah university palangkaraya,indonesia,palangka raya,kalimantan tengah,http://um-palangkaraya.ac.id
13949,19091,muhammadiyah university palu,indonesia,palu,sulawesi tengah,
13950,19092,muhammadiyah university parepare,indonesia,pare pare,sulawesi selatan,http://www.umpar.ac.id/
13951,19093,muhammadiyah university ponorogo,indonesia,ponorogo,jawa timur,http://www.umpo.ac.id
13955,19097,muhammadiyah university purworejo,indonesia,purworejo,jawa tengah,http://www.umpwr.ac.id
13956,19098,muhammadiyah university riau,indonesia,pekanbaru,riau,http://umri.ac.id
13957,19099,muhammadiyah university semarang,indonesia,semarang,jawa tengah,http://www.unimus.ac.id
13959,19101,muhammadiyah university sukabumi,indonesia,sukabumi,jawa barat,http://www.ummi.ac.id/
13964,19106,muhammadiyah university tangerang,indonesia,tangerang,banten,http://umt.ac.id
13965,19107,muhammadiyah university tapanuli seletan,indonesia,padang sidempuan,sumatera utara,
13968,19110,nusantara multimedia university,indonesia,tangerang,banten,http://www.umn.ac.id/
13969,19111,muria kudus university,indonesia,kudus,jawa tengah,http://umk.ac.id
13971,19113,musi rawas university,indonesia,kota lubuklinggau,,http://unmura.ac.id
13973,19115,nusantara al washliyah muslim university,indonesia,medan,sumatera utara,http://www.umnaw.ac.id
13975,19117,nahdlatul wathan university mataram,indonesia,mataram,nusa tenggara barat,http://unwmataram.ac.id
13976,19118,narotama university,indonesia,surabaya,jawa timur,http://www.narotama.ac.id/
13978,19120,pasim national university,indonesia,bandung,jawa barat,http://www.pasim.ac.id
13980,19122,state university jakarta,indonesia,jakarta timur,dki jakarta,http://www.unj.ac.id
13981,19123,state university makassar,indonesia,makassar,sulawesi selatan,http://unm.ac.id
13985,19127,padang state university,indonesia,padang,sumatra barat,http://www.unp.ac.id
13986,19128,papua state university,indonesia,manokwari,,http://www.unipa.ac.id
13987,19129,semarang state university,indonesia,semarang,central java,http://www.unnes.ac.id
13989,19131,yogyakarta state university,indonesia,yogyakarta,yogyakarta,http://www.uny.ac.id
13992,19134,nurtanio university bandung,indonesia,bandung,jawa barat,http://www.unnur.ac.id
13993,19135,nusa bangsa university,indonesia,bogor,jawa barat,http://www.unb.ac.id
13995,19137,nusa lontar rote university,indonesia,kabupaten rote ndao,nusa tenggara timur,
13996,19138,nusa nipa university,indonesia,maumere,nusa tenggara timur,
13997,19139,nusa tenggara barat university,indonesia,mataram,nusa tenggara barat,http://untb.org
13998,19140,nusantara university manado,indonesia,manado,sulawesi utara,http://www.nusantara.ac.id
14000,19142,padjadjaran university,indonesia,jatinagor,jawa barat,http://www.unpad.ac.id
14001,19143,pakuan university,indonesia,bogor,jawa barat,http://www.unpak.ac.id/
14003,19145,palembang university,indonesia,palembang,sumatera selatan,http://universitaspalembang.wordpress.com
14004,19146,pamulang university,indonesia,tangerang,banten,http://unpam.ac.id/
14006,19148,panca marga university,indonesia,probolinggo,jawa timur,http://upm.ac.id
14007,19149,pancasakti university makassar,indonesia,makassar,sulawesi selatan,
14010,19152,pandanaran university semarang,indonesia,semarang,jawa tengah,http://www.unpand.ac.id
14012,19154,paramadina university,indonesia,jakarta selatan,dki jakarta,http://www.paramadina.ac.id
14014,19156,pasundan university,indonesia,bandung,jawa barat,http://www.unpas.ac.id/
14015,19157,patria artha university,indonesia,makassar,sulawesi selatan,http://www.patria-artha.ac.id
14020,19162,pelita harapan university surabaya,indonesia,surabaya,jawa timur,http://www.uphsurabaya.ac.id/
14021,19163,pelita harapan university,indonesia,tangerang,banten,http://www.uph.edu
14023,19165,veteran national development university jakarta,indonesia,jakarta,dki jakarta,http://www.upnvj.ac.id
14024,19166,national veteran development university east java,indonesia,surabaya,jawa timur,http://www.upnjatim.ac.id
14026,19168,development university panca budi,indonesia,medan,sumatera utara,http://www.pancabudi.ac.id
14028,19170,ganesha university education,indonesia,singaraja,bali,http://www.undiksha.ac.id
14030,19172,national university education,indonesia,denpasar,bali,http://www.undiknas.ac.id
14033,19175,persada indonesian yai university,indonesia,jakarta,dki jakarta,http://www.yai.ac.id/upi
14034,19176,pesantren tinggi darul ulum university,indonesia,jombang,jawa timur,http://www.unipdu.ac.id
14035,19177,adi buana pgri university,indonesia,surabaya,,http://www.unipasby.ac.id
14036,19178,banyuwangi pgri university,indonesia,banyuwangi,jawa timur,
14037,19179,indraprasta pgri university,indonesia,jagakarsa,jakarta selatan,http://www.unindra.ac.id/
14039,19181,pgri university palangka raya,indonesia,palangka raya,kalimantan tengah,
14041,19183,ronggolawe pgri university,indonesia,tuban,jawa timur,http://unirow.ac.id
14042,19184,yogyakarta pgri university yogyakarta,indonesia,yogyakarta,di yogyakarta,http://www.upy.ac.id
14044,19186,president university,indonesia,bekasi,jawa barat,http://www.president.ac.id
14045,19187,preston university indonesia,indonesia,medan,sumatera utara,
14046,19188,university prima indonesia,indonesia,medan,sumatera utara,http://unprimdn.ac.id
14047,19189,university prof dr hazairin sh,indonesia,bengkulu,bengkulu,http://unihaz.ac.id
14048,19190,prof dr moestopo university religion,indonesia,jakarta,dki jakarta,http://www.moestopo.ac.id
14050,19192,purwakarta university,indonesia,purwakarta,jawa barat,http://www.unpur.ac.id
14051,19193,university putera batam,indonesia,batam,riau,http://www.upbatam.ac.id
14052,19194,putra indonesia 'yptk' university padang,indonesia,padang,sumatera barat,http://www.yptk.ac.id
14053,19195,quality university,indonesia,medan,sumatera utara,http://www.universitasquality.ac.id
14056,19198,respati university yogyakarta,indonesia,yogyakarta,yogyakarta,http://www.respati.ac.id/
14057,19199,riau university,indonesia,pekanbaru,riau,http://www.unri.ac.id
14058,19200,university riau islands,indonesia,batam,kepulauan riau,http://unrika.ac.id/
14059,19201,sahid university,indonesia,jakarta selatan,dki jakarta,http://www.usahid.ac.id
14063,19205,sam ratulangi university,indonesia,manado,sulawesi utara,http://www.unsrat.ac.id
14065,19207,samudra langsa university,indonesia,langsa,groeh aceh darussalam,http://www.unsam.ac.id
14066,19208,sanata dharma university yogyakarta,indonesia,yogyakarta,d.i. yogyakarta,http://www.usd.ac.id
14067,19209,sang bumi ruwa jura university,indonesia,bandar lampung,lampung,http://www.usbrj.blogspot.com/
14068,19210,sangga buana university,indonesia,bandung,west java,http://www.usbypkp.ac.id
14073,19215,satya wiyata mandala university,indonesia,nabire,papua,
14075,19217,sawerigading university makassar,indonesia,makassar,sulawesi selatan,http://www.unsamks.ac.id/
14076,19218,sebelas maret university,indonesia,surakarta,jawa tengah,http://www.uns.ac.id
14077,19219,semarang university,indonesia,semarang,jawa tengah,http://www.usm.ac.id
14079,19221,serang raya university,indonesia,serang,banten,http://www.unsera.ac.id/
14080,19222,setia budi mandiri university,indonesia,medan,sumatera utara,http://www.usbm.ac.id
14084,19226,singaperbangsa university,indonesia,karawang,jawa barat,http://www.unsika.ac.id/
14086,19228,sisingamangaraja xii university,indonesia,medan,sumatera utara,
14087,19229,university north tapanuli sisingamangaraja xii,indonesia,siborong borong,sumatera utara,
14088,19230,sjakhyakirti university,indonesia,palembang,sumatera selatan,http://www.sjakhyakirti.ac.id
14092,19234,stikubank university,indonesia,semarang,jawa tengah,http://www.unisbank.ac.id
14093,19235,subang university,indonesia,subang,jawa barat,http://www.unsub.ac.id
14094,19236,university west sulawesi,indonesia,majene,sulawesi selatan,
14096,19238,tirtayasa sultan ageng university,indonesia,serang,banten,http://www.untirta.ac.id/
14097,19239,sultan fatah university,indonesia,demak,jawa tengah,http://www.unisfat.ac.id/
14099,19241,sunan bonang university,indonesia,tuban,jawa timur,
